position,company,reviews,location,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork
senior/staff research scientist / engineer – jd finance ai lab,jd.com,6.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,False,True,False
software quality assurance engineer,nokia,3372.0,"mountain view, ca",different_field,True,True,False,False,False,False,False,False,False,False,True,False,False
jd finance - ai lab software/system engineer,jd.com,6.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,False,True,False
software development engineer - threat detection,symantec,950.0,"mountain view, ca",different_field,True,True,False,False,True,False,False,False,False,False,False,False,False
software engineer - genetics platform,23andme,4.0,"mountain view, ca 94041",different_field,True,True,False,False,False,False,False,False,False,False,False,False,False
principal software engineer (search -machine learning),coupang(tech),10.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
software development engineer,nokia,3372.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"technical program manager, partner engineering, google ai",google,2474.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,True,True,False,True,True,False
sr. member technical staff-machine learning(17275br),synopsys,183.0,"mountain view, ca 94043",machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False
principal product manager (machine learning),logmein,43.0,"mountain view, ca",machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False
"software engineer, machine learning expert for planning and control",waymo,4.0,"mountain view, ca",machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,False,True,False
executive dir or vp pharmaceutical r&d,alexza pharmaceuticals,4.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
principal / senior / applied research scientist - computer vision and machine learning,jd.com,6.0,"mountain view, ca",machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False
senior user researcher (samsung health),samsung research america,5925.0,"mountain view, ca 94043",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior product designer (samsung health),samsung research america,5925.0,"mountain view, ca 94043",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior user researcher (health),samsung research america,5925.0,"mountain view, ca 94043",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior software development engineer – search,"human longevity, inc.",3.0,"mountain view, ca",different_field,True,True,False,False,True,False,False,False,False,False,False,True,False
sr. software engineer-machine learning,synopsys,183.0,"mountain view, ca 94043",machine_learning_engineer,False,True,False,False,False,False,False,False,False,False,True,True,False
senior software engineer (search relevance/infra),coupang(tech),10.0,"mountain view, ca",different_field,False,True,False,False,True,False,False,True,True,False,True,True,False
solutions architect / sales engineer,nokia,3372.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"director product management, research infrastructure",23andme,4.0,"mountain view, ca 94041",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
principal/chief security scientist - ai security lab,jd.com,6.0,"mountain view, ca",different_field,True,True,False,False,True,False,False,False,False,False,False,False,False
technical marketing engineer - partnership program,nokia,3372.0,"mountain view, ca",different_field,True,True,False,False,False,False,False,False,False,False,True,False,False
senior client lead- technical,coupang,10.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
senior software engineer - machine learning as a service,23andme,4.0,"mountain view, ca 94041",machine_learning_engineer,True,True,False,False,True,True,False,False,False,False,False,True,False
"senior product manager, research tools",23andme,4.0,"mountain view, ca 94041",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
sr. principal machine learning research engineer,symantec,950.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False
senior diags development engineer,nokia,3372.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
senior machine learning engineer,jd.com,6.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False
product assurance manager,universities space research association,10.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
test engineer (machine learning) with python or javascript,"globallogic, inc.",353.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,True,True,False
"senior financial analyst, research & development",23andme,4.0,"mountain view, ca 94041",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sr. r&d engineer-machine learning,synopsys,183.0,"mountain view, ca 94043",machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False
software engineer - machine learning,bloomreach,3.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,True,False,False,False,True,False,False,True,False
administrative assistant,nokia,3372.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
uas traffic management data science / software engineer,leidos,525.0,"mountain view, ca 94039",data_scientist,True,True,False,False,True,True,False,False,True,False,True,False,False
software engineer – genomics,"human longevity, inc.",3.0,"mountain view, ca",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
"technical program manager, x",google,2474.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,True,True,False,True,False,False
"senior / principal scientist, computational biology",23andme,4.0,"mountain view, ca 94041",different_field,True,True,False,False,False,False,False,True,True,False,True,True,False
"embedded hardware engineer (wing), x",google,2474.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
machine learning engineer / ad,jd.com,6.0,"mountain view, ca",machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,False,True,False
software engineer/research scientist for ads - computer vision,jd.com,6.0,"mountain view, ca",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
software - machine learning research engineer - think tank team,samsung research america,5925.0,"mountain view, ca 94043",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
senior data engineer,coursera,9.0,"mountain view, ca 94041",data_engineer,True,True,False,False,False,True,True,False,False,True,False,False,False
"machine learning software engineer, research team",waymo,4.0,"mountain view, ca",machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False
causal inference and applied economics scientist / senior scientist / principal scientist,jd.com,6.0,"mountain view, ca",different_field,True,True,False,False,False,True,False,True,False,False,False,True,False
"program manager forecasting lead, google express",google,2474.0,"mountain view, ca",different_field,False,True,False,False,False,True,False,True,False,False,True,False,False
user experience (ux) researcher,23andme,4.0,"mountain view, ca 94041",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
program manager,jd.com,6.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,True,False
nuage product marketing,nokia,3372.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
software engineer & prototyper - think tank team,samsung research america,5925.0,"mountain view, ca 94043",different_field,False,True,False,False,True,False,False,False,False,False,False,True,False
sciences - signal processing & algorithms engineer - think tank team,samsung research america,5925.0,"mountain view, ca 94043",different_field,True,True,False,False,False,False,False,False,False,False,False,True,False
"data architect technical lead, ames",the aerospace corporation,82.0,"mountain view, ca 94035",data_architect,False,True,False,False,False,True,False,False,False,False,True,False,False
product manager,thermo fisher scientific,1879.0,"mountain view, ca 94039",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
environmental engineer/scientist/chemist,locus technologies,2.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior operation research scientist,jd.com,6.0,"mountain view, ca",different_field,True,True,False,False,True,True,False,False,False,False,True,False,False
ai principal/director research scientist – natural language processing,samsung research america,5925.0,"mountain view, ca 94043",different_field,True,True,False,False,True,False,False,False,False,False,True,True,False
speech research scientist/engineer,jd.com,6.0,"mountain view, ca",different_field,True,True,False,False,False,False,False,True,False,False,False,True,False
"technical program manager, ar platform",google,2474.0,"mountain view, ca",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
"manufacturing technical program manager (loon), x",google,2474.0,"mountain view, ca",different_field,False,True,True,False,False,False,False,False,False,False,False,False,False
population geneticist - ancestry research,23andme,4.0,"mountain view, ca 94041",different_field,True,True,False,False,False,False,False,True,True,False,True,True,False
data analyst/research scientist,columbia university medical center,217.0,"new york, ny 10032",data_analyst,False,True,True,False,False,False,False,True,False,False,True,False,False
staff data scientist,foursquare,7.0,"new york, ny",data_scientist,False,True,False,False,True,False,False,True,False,False,False,True,False
clinical data assistant - ipc,nyu langone health,705.0,"new york, ny 10016",different_field,False,True,True,False,False,False,False,True,True,False,False,False,False
"data scientist, supply chain analytics",hellofresh,208.0,"new york, ny",data_scientist,True,True,False,False,True,True,True,True,False,False,False,True,False
"data scientist, analytics",freshly,7.0,"new york, ny",data_scientist,False,True,False,False,False,True,False,True,False,False,True,False,False
statistical analyst/data scientist (machine learning),medidata solutions,33.0,"new york, ny 10003",machine_learning_engineer,True,True,True,False,False,False,False,True,False,False,True,False,False
data visualization data scientist,capital one,6318.0,"new york, ny 10261",data_scientist,True,True,False,False,True,False,True,False,False,False,False,True,True
data scientist,prudential,2010.0,"newark, nj",data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False
data scientist (data science team),oppenheimerfunds,40.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,True
data scientist,"j.crew group, inc.",760.0,"new york, ny 10003",data_scientist,True,True,True,True,False,True,False,True,True,False,True,False,False
"senior evaluation coordinator, new york city teens connection, bronx neighborhood health action center",dept of health/mental hygiene,8.0,"bronx, ny",different_field,False,True,False,False,False,False,False,True,True,False,False,False,False
"director, data science",capital one,6318.0,"new york, ny 10261",data_scientist,True,True,False,False,False,False,True,False,False,False,False,True,True
clinical trial research analyst,memorial sloan kettering,703.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
senior quantitative analyst,td securities,108.0,"new york, ny 10019",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
"senior associate, data scientist/statistics -- financial services",kpmg,4491.0,"new york, ny 10154",data_scientist,False,True,False,False,False,False,True,True,True,False,False,True,False
data scientist,organic,32.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
senior research analyst,new york university,699.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
grants manager - loh,nyu langone health,705.0,"new york, ny 10003",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
machine learning data scientist,morgan stanley,2694.0,"new york, ny",machine_learning_engineer,True,True,False,False,False,False,False,True,True,False,True,True,False
data scientist,northwestern mutual life insurance company,2203.0,"new york, ny 10003",data_scientist,True,True,True,False,True,False,False,True,True,False,False,True,False
data scientist - analytics,dosomething.org,5.0,"new york, ny 10010",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
junior data scientist,interactive brokers,24.0,"new york, ny",data_scientist,False,True,False,False,True,False,False,True,False,False,False,True,False
data scientist,gemological institute of america,84.0,"new york, ny 10065",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
data scientist,capgemini,5718.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,True,False,False,False,True,False
data scientist,shutterstock,39.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,True,False,False,True,False
data scientist,rauxa,11.0,"new york, ny",data_scientist,True,True,False,False,False,True,True,True,False,False,True,True,False
data scientist,s&p global,605.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False
data scientist,aetna,3371.0,"new york, ny 10016",data_scientist,True,True,False,False,False,False,False,False,True,False,False,True,False
jr. data scientist,nyp/weill cornell medical center,1107.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,False,False,False,False,True,False
data scientist,rent the runway,64.0,"new york, ny",data_scientist,True,True,False,False,True,False,False,False,False,False,False,False,False
data scientist i,grubhub,262.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,False,False
data scientist,verizon,19883.0,"new york, ny 10007",data_scientist,True,True,True,False,False,True,False,True,False,True,True,False,False
applied data scientist,aptus health,5.0,"new york, ny 10020",data_scientist,True,True,False,False,False,False,True,False,False,False,True,True,False
data scientist,thomas publishing company llc,5.0,"new york, ny 10001",data_scientist,True,True,False,False,True,True,False,False,False,False,True,True,False
data scientist,new york state office of the attorney general,40.0,"new york, ny",data_scientist,True,True,False,False,False,True,True,True,True,False,True,False,False
data & applied scientist,microsoft,4611.0,"new york, ny",different_field,True,True,False,False,True,False,False,True,True,False,True,True,False
data scientist,national debt relief,91.0,"new york, ny 10004",data_scientist,True,True,True,False,False,True,True,True,False,False,False,False,False
"data scientist, content business analysis",spotify,33.0,"new york, ny 10011",data_scientist,True,True,False,False,True,True,True,True,False,False,False,False,False
data scientist,invesco,272.0,"new york, ny 10036",data_scientist,True,True,False,False,True,True,True,True,True,False,True,False,False
"data scientist, analytics",venmo,3.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,False,False
data scientist ii,comcast,11607.0,"new york, ny 10020",data_scientist,True,True,True,True,True,True,False,True,False,False,False,True,True
data scientist,neuberger berman,59.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,True,False,False,True,True,False
data scientist,fanduel,10.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,False,False,True,False,False
data scientist,datadog,4.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
research data scientist,stevens institute of technology,220.0,"hoboken, nj 07030",data_scientist,False,True,False,False,False,False,False,False,False,False,False,False,False
data scientist (nyc),"attorney general, office of the",2.0,"new york, ny",data_scientist,True,True,False,False,False,True,True,True,True,False,True,False,False
"data scientist, customer operations",squarespace,19.0,"new york, ny 10014",data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False
data scientist,integral ad science,5.0,"new york, ny 10003",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist,t. rowe price,307.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False
"data scientist, machine learning & ai",etsy,31.0,"brooklyn, ny",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
policy analyst (data scientist),the university of chicago,368.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False
data scientist,annalect,7.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,False,False,False,True,True,False
data scientist,tapestry,25.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
pmc: data scientist,penske media corp.,3.0,"new york, ny 10017",data_scientist,True,True,False,False,False,True,False,False,False,False,False,True,False
product data scientist,prometheus global media,6.0,"new york, ny 10173",data_scientist,False,True,True,False,False,True,True,True,True,False,True,True,False
data scientist - avp,citi,14088.0,"new york, ny 10261",data_scientist,True,True,True,False,True,True,True,False,True,False,True,True,False
data scientist,ipsos north america,333.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,False,True,False,True,True,False
data scientist,conde nast,241.0,"new york, ny 10007",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False
"data scientist, markets research",spotify,33.0,"new york, ny 10011",data_scientist,True,True,False,False,True,True,False,True,True,False,True,False,False
data scientist,intent media,2.0,"new york, ny",data_scientist,True,True,False,False,True,False,False,False,False,False,True,True,False
data scientist,itl usa,10251.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,True,False,False,True,True
staff data scientist,bluecore,3.0,"new york, ny 10002",data_scientist,False,True,False,False,False,True,False,True,False,False,False,True,False
data scientist,morgan stanley,2694.0,"new york, ny",data_scientist,True,True,True,False,True,True,True,True,True,True,True,True,False
data intelligence - research & development scientist,goldman sachs,1148.0,"new york, ny 10282",different_field,True,True,False,False,True,False,False,True,True,False,False,True,True
data scientist,oath inc,5.0,"new york, ny",data_scientist,True,True,True,False,False,True,False,True,False,False,False,True,False
data scientist,adtheorent,2.0,"new york, ny",data_scientist,True,True,True,False,False,True,False,False,False,False,False,True,False
data scientist,fractal analytics,22.0,"jersey city, nj",data_scientist,True,True,True,True,True,True,True,True,True,False,True,True,False
data scientist,"two sigma investments, llc.",7.0,"new york, ny",data_scientist,False,True,False,False,False,False,False,False,False,False,False,False,False
customer facing data scientist,datarobot,2.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,False,True,False,True,True,False
data scientist,sgs,438.0,"rutherford, nj",data_scientist,False,True,False,False,False,False,True,False,True,False,True,True,False
data scientist,interactive brokers,24.0,"new york, ny",data_scientist,False,True,False,False,False,False,False,True,False,False,False,False,False
data scientist,bed bath & beyond,4677.0,"union, nj 07083",data_scientist,True,True,True,False,False,True,True,True,True,False,True,True,False
data scientist,sapient global markets,39.0,"new york, ny",data_scientist,False,True,True,False,False,True,True,True,True,False,True,True,False
data scientist - journey analytics,mckinsey & company,385.0,"new york, ny 10022",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False
data scientist,3q digital,9.0,"new york, ny",data_scientist,False,True,True,False,False,True,True,True,True,False,False,True,False
data scientist,alliancebernstein,61.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False
lead data scientist,fareportal inc.,116.0,"new york, ny 10020",data_scientist,True,True,False,False,True,True,False,False,False,False,False,True,False
data scientist - bomoda,weber shandwick,101.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,False,False
"people research scientist, people analytics",facebook,366.0,"new york, ny",different_field,True,True,False,False,False,False,True,False,False,False,False,True,False
data scientist,elsevier,476.0,"new york, ny 10010",data_scientist,False,True,False,False,False,False,False,False,True,False,True,False,False
"data scientist, analytics",etsy,31.0,"brooklyn, ny",data_scientist,True,True,False,False,False,True,True,True,False,False,False,True,False
"data scientist/quantitative analyst intern, summer 2018",google,2473.0,"new york, ny 10011",data_scientist,True,True,True,False,False,False,False,True,False,False,False,False,False
data scientist,sartorius corporation,3.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,True,False,True,True,False
data scientist,daugherty new york,29.0,"new york, ny",data_scientist,True,True,True,False,False,False,True,True,True,False,False,True,False
data scientist,placeiq,7.0,"new york, ny",data_scientist,True,True,False,False,True,True,True,True,True,False,True,True,False
"data scientist, analytics",facebook,366.0,"new york, ny",data_scientist,True,True,True,True,False,True,False,True,False,False,False,False,False
data scientist and machine learning researcher,american express,5653.0,"new york, ny",machine_learning_engineer,True,True,False,False,True,True,False,True,False,False,True,True,False
data scientist (product),spotify,33.0,"new york, ny 10011",data_scientist,True,True,False,False,False,True,True,True,False,False,False,False,False
data scientist,buzzfeed,30.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,False,False,False,False,True,False
applied scientist,amazon.com,25883.0,"new york, ny",different_field,True,True,False,False,True,False,False,False,False,False,True,True,False
"data scientist, premium analytics",spotify,33.0,"new york, ny 10011",data_scientist,True,True,False,False,False,True,False,True,False,False,False,False,False
data scientist,cbre,2058.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data scientist- ads,buzzfeed,30.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,False,False,False
data scientist,businesses united technologies corp. headquarters,831.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,True,True,False,True,True,False
consumer finance - decision and data scientist - analyst/associate - new york city,goldman sachs,1148.0,"new york, ny 10282",data_scientist,True,True,False,False,True,False,False,True,False,False,False,True,False
nyl post grad internship: data scientist/statistician,new york life insurance co,1677.0,"new york, ny",data_scientist,True,True,True,False,False,False,False,True,True,False,False,False,False
genomic data scientist,medidata solutions,33.0,"new york, ny 10003",data_scientist,True,True,False,False,False,False,False,True,False,False,False,False,False
data science - data scientist - new york,capgemini,5718.0,"jersey city, nj",data_scientist,False,True,False,True,False,False,False,False,False,False,False,False,False
image data scientist,merck,2986.0,"rahway, nj",data_scientist,False,True,False,False,False,False,False,True,True,False,True,False,False
"applied scientist, catalog item relationships",amazon.com,25883.0,"new york, ny",different_field,True,True,False,False,True,False,False,True,False,False,True,True,False
behavioral scientist,mry,6.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
data scientist - private bank,morgan stanley,2694.0,"new york, ny",data_scientist,True,True,True,False,False,True,True,True,True,False,False,False,False
sr data scientist,amazon.com,25883.0,"new york, ny",data_scientist,True,True,True,False,False,True,True,True,True,False,True,False,False
"data scientist - portfolio management strategy and analytics-new york, ny",credibly,3.0,"new york, ny",data_scientist,True,True,True,False,True,True,False,True,True,False,False,True,False
data scientist,verra mobility,28.0,"jersey city, nj",data_scientist,True,True,True,False,False,True,False,False,True,False,True,True,False
data scientist / sr strategic analyst,memorial sloan kettering,703.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,True,False,False,False,False
data scientist/engineer,outfront media,108.0,"new york, ny",data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False
data scientist,the new york times,197.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,True,False,True,True,False
data scientist - investment bank,ubs,1574.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,False,True,False,True,True,False
data scientist with credit risk experience,synechron,199.0,"new york, ny",data_scientist,True,True,True,False,False,False,True,False,False,False,False,False,False
research data associate,nyu langone health,705.0,"new york, ny 10016",different_field,False,True,True,False,False,True,False,True,True,False,True,False,False
personal financial management - decision and data scientist - associate/vice president- new york city,goldman sachs,1148.0,"new york, ny 10282",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
data analyst,department of finance,108.0,"manhattan, ny",data_analyst,False,True,True,False,False,False,False,False,False,False,False,False,False
associate data scientist,aerofarms,7.0,"newark, nj 07105",data_scientist,True,True,True,False,True,False,False,False,False,False,False,False,False
field data scientist,forcepoint,90.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,False,False,False,True,True,False
applied data scientist in infrastructure,jp morgan chase,20319.0,"jersey city, nj 07310",data_scientist,True,True,False,False,True,False,False,False,False,False,False,True,False
applied scientist- ai,amazon.com,25883.0,"new york, ny",different_field,False,True,False,False,False,False,False,True,True,False,True,True,False
data scientist - marketing,hellofresh,208.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,False,False,False,True,False
"data scientist, group benefits and middle market p&c",the hartford,1391.0,"new york, ny",data_scientist,True,True,False,False,False,False,False,True,False,False,True,True,False
"gir, data strategy, analyst/associate - new york",goldman sachs,1148.0,"new york, ny 10282",different_field,True,True,False,False,True,True,False,True,False,False,True,True,False
data scientist analyst jg18,aig,2611.0,"new york, ny",data_scientist,True,True,False,False,True,True,False,True,False,False,False,True,False
clinical data scientist,becton dickinson & company,893.0,"murray hill, nj",data_scientist,False,True,False,False,False,False,False,True,True,False,True,False,False
data scientist,nielsen,1918.0,"new york, ny 10003",data_scientist,True,True,True,False,False,True,False,True,False,False,True,False,False
"research position (various levels), systems biology",simons foundation,4.0,"new york, ny 10010",different_field,False,True,False,False,False,False,False,True,False,False,False,False,False
quantitative corporate finance analyst,global atlantic financial group,9.0,"new york, ny",different_field,True,True,True,False,True,True,False,True,True,True,True,False,False
"associate director, data & analysis",digitaslbi,151.0,"new york, ny",different_field,False,True,False,False,False,False,True,True,True,False,True,False,False
"associate scientist ii, synthesis","genewiz, inc.",29.0,"south plainfield, nj",different_field,False,True,False,False,False,False,False,False,True,False,False,False,True
senior software engineer - data,squarespace,19.0,"new york, ny 10014",different_field,True,True,False,False,True,False,False,False,False,False,False,False,False
senior grants specialist,nyu langone health,705.0,"new york, ny 10016",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
sales strategy associate,oscar insurance,19.0,"new york, ny 10012",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
assistant administrator,albert einstein college of medicine,143.0,"bronx, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
statistical programmer analyst,columbia university,749.0,"new york, ny",different_field,False,True,True,False,False,True,False,True,False,False,False,False,False
tech lead,r/ga,15.0,"new york, ny",different_field,False,True,False,False,True,False,False,False,False,False,True,False,False
"director, financial services - data scientist",kpmg,4491.0,"new york, ny 10154",data_scientist,True,True,False,False,True,True,False,True,True,False,True,True,False
predictive modeling analyst,marsh,182.0,"new york, ny",different_field,False,True,False,False,False,True,False,False,True,False,False,True,False
predictive modeling analyst,oliver wyman,537.0,"new york, ny 10036",different_field,False,True,False,False,False,True,False,False,True,False,False,True,False
director of data,tbwa\worldhealth,6.0,"new york, ny",different_field,True,True,False,False,False,True,False,True,False,False,False,False,False
senior data engineer,adaptive management,2.0,"new york, ny",data_engineer,False,True,False,False,False,False,False,False,False,False,True,False,False
machine learning infrastructure engineer,spotify,33.0,"new york, ny 10011 ",machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False
bell labs -data analytics and machine learning,nokia,3372.0,"murray hill, nj",machine_learning_engineer,True,True,False,False,False,False,False,True,True,False,True,True,False
quantitative research analyst,morningstar,129.0,"new york, ny",different_field,True,True,True,False,False,True,False,True,False,False,False,True,False
assistant registrar,rutgers university,586.0,"newark, nj",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
mgr/sr mgr-model risk management - data scientist,american express,5653.0,"new york, ny",data_scientist,True,True,True,False,True,False,False,True,True,False,True,True,False
senior quantitative analyst,bank of america,21942.0,"new york, ny 10281 ",different_field,True,True,False,False,False,False,False,True,True,False,True,True,False
"manager, business & data analysis - business intelligence",siriusxm,155.0,"new york, ny 10104 ",data_analyst,False,True,False,True,False,True,False,False,True,False,True,False,False
"azure data scientist, senior associate",kpmg,4491.0,"new york, ny 10154 ",data_scientist,True,True,False,False,True,False,False,True,True,False,False,True,False
iot intern (computer science/electrical engineering),delos,8.0,"new york, ny 10014 ",different_field,True,True,False,False,True,False,False,False,False,False,True,False,False
research technician,columbia university medical center,217.0,"new york, ny 10032 ",different_field,True,True,True,False,False,True,False,False,True,False,True,False,True
research assistant,columbia university,749.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
head of creator marketplace intelligence,spotify,33.0,"new york, ny 10011 ",different_field,False,True,False,False,False,False,False,True,True,False,False,False,False
"gsam, fixed income, distressed research analyst - vice president",goldman sachs,1148.0,"new york, ny 10282 ",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
global research summer analyst program 2019,bank of america,21942.0,"new york, ny",different_field,False,True,False,False,False,False,False,True,False,False,True,False,False
vp - machine learning engineer - center of excellence,jp morgan chase,20319.0,"new york, ny 10001 ",machine_learning_engineer,True,True,False,False,True,True,False,True,False,False,False,True,False
"medical communications specialist, bureau of public health training",dept of health/mental hygiene,8.0,"queens, ny",different_field,False,True,False,False,False,False,False,False,False,False,True,False,False
big data sw engineer,kpmg,4491.0,"new york, ny 10154 ",different_field,True,True,False,False,True,True,False,False,True,False,True,False,False
lead analyst-solutions development,nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
"specialist - healthcare analytics & delivery, new ventures",mckinsey & company,385.0,"new york, ny 10022 ",different_field,False,True,False,False,False,False,False,False,False,False,False,False,False
senior research analyst,the new school,111.0,"new york, ny",different_field,False,True,False,False,False,True,True,True,True,True,True,False,False
"research engineer, ai (university grad)",facebook,366.0,"new york, ny",different_field,True,True,False,False,False,False,False,False,False,False,False,True,False
research associate - in vivo pharmacology,eli lilly,1194.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
sr. research analyst,twentieth television,5.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,False,False,False
junior statistical programmer,everest clinical research,3.0,"little falls, nj",different_field,False,True,True,False,False,False,False,True,True,False,False,False,False
senior data science engineer,getty images,92.0,"new york, ny",data_scientist,True,True,False,False,False,True,False,True,False,False,True,True,False
sr. financial analyst,nyu langone health,705.0,"new york, ny 10016 ",different_field,False,True,False,True,False,False,False,False,False,False,False,False,False
environmental scientist ii,matrix new world engineering,2.0,"florham park, nj 07932",different_field,False,True,False,False,False,False,False,False,True,False,True,False,False
research scientist/senior research scientist,the college board,114.0,"new york, ny",different_field,False,True,True,False,False,False,False,False,True,False,True,False,False
equity research analyst (biotech),robert w. baird,43.0,"new york, ny",different_field,False,True,False,False,False,False,False,False,True,False,True,False,True
