,position,company,reviews,city,state,position_type,roles,python,r,sas,oracle,java,sql,dataviz,statistics,excel,business_intelligence,communication,machine_learning,teamwork,1yr
2156,"research staff member, ai computer vision",ibm,22252.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2157,aerospace machine learning group lead,aurora flight sciences,33.0,cambridge,ma,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False,False
2158,"director, product management",broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2159,computational biologist,merck,2988.0,cambridge,ma,other,different_field,True,True,False,False,True,False,False,False,True,False,False,False,True,False
2160,"research associate iii, hts & tissue culture",broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2161,"scientist ii, pharmacology (pre-clinical/in-vivo)",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2162,"associate director, biostatistics, early clinical development",pfizer inc.,4214.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
2163,"senior/research associate, immunology",rubius therapeutics,3.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2164,"principal scientist, regulatory toxicology",alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2165,biosecurity program manager,draper,15.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2166,web engineer,abcam,21.0,cambridge,ma,engineer,different_field,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2167,"principal scientist, modeling and simulation",pfizer,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2168,"vp, global patient safety & risk mgmnt",alnylam,14.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2169,"deputy director, machine learning",sanofi,2740.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,True,True,False,True,True,False,False
2170,"sr. scientist, early discovery biology (immunology)",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2171,cancer resistance operations lead,broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2172,"sr. scientist, research analytics (bioinformatics)",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,True,False,False
2173,neurodiagnostic technician & clinical research associate (ndt/cra),biogen,358.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2174,aerospace machine learning group lead,boeing,5550.0,cambridge,ma,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,False,True,False,True,True,False,False
2175,"computational biologist, precision cardiology",broad institute,32.0,cambridge,ma,other,different_field,True,True,False,False,True,False,False,True,False,False,True,False,False,False
2176,simulation group leader,draper,15.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2177,senior research investigator (genomics),bristol-myers squibb,1390.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2178,network engineer,draper,15.0,cambridge,ma,engineer,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2179,senior scientist - analytical research,shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2180,scientist,r&d partners,4.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2181,"translational research lead, redirected immunity",takeda pharmaceutical,530.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2182,"senior scientist, analytical research-drug discovery",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2183,"research staff member, ai learning",ibm,22252.0,cambridge,ma,other,different_field,True,True,False,False,True,False,False,True,False,False,False,True,False,False
2184,"scientist ii – technologies/biomarkers, medical evidence and outcomes research, worldwide medical",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2185,scientific informatics consultant,certara,4.0,cambridge,ma,other,different_field,False,True,False,False,True,True,False,False,True,False,True,False,True,False
2186,"director, product care","foundation medicine, inc.",11.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2187,"statistical programmer, consultant (contract)",sage therapeutics,2.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
2188,sr. statistical programmer,sarepta therapeutics,9.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
2189,"senior scientist i, immunology discovery",abbvie,596.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2190,biochemist in predictive safety,amgen,999.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2191,lab manager - heiman lab,broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2192,"sr scientist/principal scientist, sirna delivery and formulation",alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2193,research associate,bristol-myers squibb,1390.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,False,True,False,True,False,False,False
2194,manager - translational imaging,pfizer,4214.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2195,"senior software engineer, programmatic advertising",cargurus,6.0,cambridge,ma,engineer,different_field,False,True,False,False,True,True,False,False,False,False,False,True,False,False
2196,"scientist i, discovery biology - immunology & inflammation",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2197,"director virology, infectious diseases","moderna therapeutics, inc",12.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2198,software developer,amazon.com,25902.0,cambridge,ma,other,different_field,True,True,False,False,True,True,False,False,True,False,True,True,False,False
2199,"senior scientist/scientist, immunology",rubius therapeutics,3.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2200,sr. biostatistician,"foundation medicine, inc.",11.0,cambridge,ma,other,different_field,True,True,True,False,False,False,False,True,True,False,True,False,False,False
2201,"research technologist, sr.",massachusetts general hospital(mgh),838.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2202,"principal scientist, research analytics",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,True,True,False,True,True,False,False
2203,"principal scientist, pharmacology (pre-clinical)",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2204,"principal scientist, discovery chemistry",johnson & johnson family of companies,3327.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2205,"python software developer - amazon alexa machine learning team in cambridge, ma",amazon.com,25902.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,True,False,False,True,False,True,True,False,False
2206,"senior scientist, gi/metabolic",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,True,False,True,False,True,False,False,False
2207,lincs postdoc fellow,broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2208,head of translational bioassays,takeda pharmaceutical,530.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2209,"investigator / laboratory head, molecular pharmacology",novartis,2650.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2210,"senior/research associate, bioprocessing cell science",rubius therapeutics,3.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2211,"research technician, biomicro center",mit,262.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2212,software development engineer - alexa machine learning,amazon.com,25902.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,True,False,False,True,False,True,True,False,False
2213,research associate i - proteomics platform,broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2214,"design scientist / senior design scientist, nextgen evidence driven design - us (boston) or uk (frankfort, germany)",quintilesims,1026.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2215,senior machine learning scientist,microsoft,4616.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,True,False,True,False,True,False,False
2216,"research scientist, immunology",broad institute,32.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2217,"assoc scientist, biology - immunology& inflammation",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2218,enovia plm systems administrator,draper,15.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2219,software engineer,broad institute,32.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,True,False,True,False,False,False
2220,sr pharmacovigilance scientist,biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2221,"postdoctoral associate, machine learning for medicine",mit,262.0,cambridge,ma,machine_learning,machine_learning_engineer,False,True,False,False,False,False,False,True,False,False,True,True,False,False
2222,protein engineering research scientist,monsanto,1488.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2223,"sr. scientist, vector engineering",hireminds,4.0,cambridge,ma,data_scientist,different_field,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2224,"senior statistical programmer- cambridge, ma",sanofi,2740.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,True,True,False,True,False,False,False
2225,"stability scientist, analytical development",alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2226,translational research investigator,bristol-myers squibb,1390.0,cambridge,ma,other,different_field,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2227,"translational research expert, breakthrough heme",takeda pharmaceutical,530.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2228,"upstream technology principal research analyst, ceraweek",ihs markit,216.0,cambridge,ma,analyst,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2229,"senior scientist, cellular process development",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2230,"translational research expert, cold to hot-tumor microenvironment",takeda pharmaceutical,530.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2231,solution architect - watson health medical imaging,ibm,22252.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2232,dmpk lead,shire pharmaceuticals,448.0,cambridge,ma,other,different_field,False,True,True,False,False,False,False,False,False,False,False,False,False,False
2233,"senior machine learning scientist, alexa",amazon.com,25902.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,True,True,False,False
2234,"scientist i, quality technical operations",takeda pharmaceutical,530.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2235,"senior scientist, vector engineering",ultragenyx pharmaceutical,5.0,cambridge,ma,data_scientist,different_field,False,True,True,False,False,False,False,False,False,False,True,False,False,False
2236,electronics engineer,u.s. federal government,483.0,cambridge,ma,engineer,different_field,True,True,False,False,False,False,False,True,False,False,True,False,False,False
2237,market sector leader innovations,partners healthcare(phs),337.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,True,False
2238,"sr. specialist, compensation",draper,15.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2239,machine intelligence scientist/engineer w/ computer vision expertise,draper,15.0,cambridge,ma,data_scientist,different_field,True,True,False,False,True,False,False,True,False,False,True,True,False,False
2240,assistant controller,draper,15.0,cambridge,ma,other,different_field,False,True,False,True,False,False,False,False,True,False,True,False,False,False
2241,research scientist/engineer,mit,262.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,True,False,False
2242,"principal scientist, dmpk","moderna therapeutics, inc",12.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2243,pharmacometrician,alnylam,14.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2244,"senior associate scientist, in vivo pharmacology & toxicology",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2245,"principal scientist, virology qc",hireminds,4.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2246,watson health imaging - senior scientist,ibm,22252.0,cambridge,ma,data_scientist,different_field,True,True,False,False,True,False,False,False,False,False,True,True,False,False
2247,"postdoctoral scientist, clinical pharmacology and pharmacometrics (gene therapy)",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2248,computational biologist,"foundation medicine, inc.",11.0,cambridge,ma,other,different_field,True,True,False,False,True,False,False,False,True,False,False,False,True,False
2249,process development sr associate - pivotal drug product,amgen,999.0,cambridge,ma,other,different_field,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2250,marketing manager,elsevier,476.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2251,computational biologist i (functional genomics),broad institute,32.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2252,software development engineer,amazon.com,25902.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,True,False,True,True,False,False
2253,"senior director, translational science",sage therapeutics,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2254,"software engineer, operations",broad institute,32.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,True,False,True,False,False,False
2255,"(contract) research associate, delivery innovation","moderna therapeutics, inc",12.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2256,"software engineer - alexa, kendall square/cambridge",amazon.com,25902.0,cambridge,ma,engineer,different_field,True,True,False,False,True,True,False,False,True,False,True,True,False,False
2257,"senior associate scientist, in vitro pharmacology / assay development",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2258,applied machine learning scientist phd required,signify,135.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,True,True,False,False,False,True,True,False,False
2259,"translational research lead, breakthrough heme",takeda pharmaceutical,530.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2260,head of translational sciences,takeda pharmaceutical,530.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2261,"scientist ii/senior scientist, analytical development (protein)",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2262,"sr. machine learning scientist, amazon alexa",amazon.com,25902.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
2263,"bs/ms scientist, immuno-oncology immune modulation group",novartis,2650.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2264,"principal scientist, pharmacometrics",alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2265,principal associate scientist,alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2266,calibration technician,draper,15.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2267,"scientist, metabolism (non phd)",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2268,scientist - nucleic acid chemistry,alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2269,"research scientist, mitochondrial biology",astellas pharmaceuticals,144.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2270,"scientist, immuno-oncology",sanofi,2740.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2271,"senior associate scientist, bioinformatics",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,True,True,False,True,True,False,False
2272,"sr. scientist- analytical chemistry, quality control- cambridge, ma",brammer bio,5.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2273,clinical research scientist,boston biomedical,13.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,True,True,False,True,False,False,False
2274,"scientist / senior scientist, dmpk",sage therapeutics,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2275,research scientist i - hit triage lead,broad institute,32.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,True,False,False
2276,senior scientist,abcam,21.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2277,software development engineer,microsoft,4616.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,False,False,False,True,False,False
2278,principal scientist – biochemistry,sarepta therapeutics,9.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2279,associate scientist bio-imaging vie contract (w/m),sanofi,2740.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2280,back-end developer,freebird,2.0,cambridge,ma,other,different_field,True,True,False,False,True,False,False,False,False,False,False,False,False,False
2281,associate computational biologist ii - data science,broad institute,32.0,cambridge,ma,data_scientist,data_scientist,False,True,False,False,False,False,False,True,False,False,True,True,False,False
2282,bioinformatics scientist,harvard university,574.0,cambridge,ma,data_scientist,different_field,True,True,False,False,True,False,True,False,True,False,True,False,False,False
2283,"sr. associate scientist, biology",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2284,"scientist, in vivo pharmacology (non-ph.d.)",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2285,"scientist, gene therapy vectorology",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2286,"bs/ms molecular and cellular immunology scientist, immuno-oncology",novartis,2650.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2287,ruby on rails developer,freebird,2.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2288,"senior scientist ii, computational biology",abbvie,596.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2289,"senior associate scientist, t cell gene editing",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2290,artificial intelligence / machine learning scientist phd required,signify,135.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,True,True,False,False
2291,process development sr scientist - pivotal drug product,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2292,"sr associate scientist, neuroscience",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2293,"senior/scientist, bioanalytical & formulation development",rubius therapeutics,3.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2294,"senior scientist, analytical development",ultragenyx pharmaceutical,5.0,cambridge,ma,data_scientist,different_field,False,True,True,False,False,False,False,False,False,False,True,False,False,False
2295,clinical scientist,biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2296,scientific director - cognitive scientist,takeda pharmaceutical,530.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2297,associate computational biologist,broad institute,32.0,cambridge,ma,other,different_field,True,True,False,False,True,False,True,True,False,False,True,False,False,False
2298,process development senior scientist,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2299,"scientist, gene therapy bioassays",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2300,scientific support specialist,abcam,21.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2301,"associate scientist, pharmacology (in-vivo)",celgene corporation,182.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2302,computational biologist,broad institute,32.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,True,False,False,True,True,False,False
2303,statistical epigenomics post-doc,broad institute,32.0,cambridge,ma,other,different_field,True,True,False,False,False,False,False,True,True,False,True,False,False,False
2304,"sr./scientist, delivery sciences","moderna therapeutics, inc",12.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2305,"senior/scientist, bioprocessing cell recovery",rubius therapeutics,3.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2306,process development associate i,broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2307,"principle scientist, pk, clinical pharmacology",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2308,product manager - machine learning,intersystems corporation,18.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,True,False,False,False,False,False,False,True,False,False
2309,"scientist, gene therapy technologies",shire pharmaceuticals,448.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2310,pharmacovigilance scientist,biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2311,head of product analytics,hubspot,28.0,cambridge,ma,analyst,different_field,True,True,False,False,False,True,False,False,False,False,False,False,False,False
2312,associate software engineer-hail,broad institute,32.0,cambridge,ma,engineer,different_field,True,True,False,False,False,False,False,False,True,False,False,False,False,False
2313,pharmacovigilance specialist,biogen,358.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2314,data product manager (clinical),"foundation medicine, inc.",11.0,cambridge,ma,other,different_field,True,True,False,False,False,True,False,True,False,False,False,False,False,False
2315,software engineering intern (fall/winter 2018),signify,135.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,False,False,False,True,False,False
2316,"associate director, editorial services",broad institute,32.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2317,editorial manager,harvard university,574.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2318,scientist/autoimmunity,sanofi,2740.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2319,"scientist i, bioassay, analytical development",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2320,"associate scientist i, veterinary services",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2321,senior associate scientist - bioassays and high-throughput screens,biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2322,senior scientist - pharmacokinetics & drug metabolism,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2323,pharmacoepidemiologist,sanofi,2740.0,cambridge,ma,other,different_field,False,True,False,False,False,False,False,False,True,False,True,False,True,False
2324,senior applied scientist,amazon.com,25902.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2325,"sr associate scientist, bioassay",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2326,"sr. scientist, computational biology",pfizer inc.,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,True,False,False,True,True,False,False
2327,"senior scientist, inflammation and fibrosis",pfizer,4214.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2328,"scientist ii, medicinal chemistry",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2329,structural & biochemical informatics investigator/cadd,novartis,2650.0,cambridge,ma,other,different_field,True,True,False,False,True,False,True,False,False,False,True,True,False,False
2330,"associate scientist, t cell gene editing",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2331,research scientist,mit,262.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,True,False,False
2332,"scientist manufacturing sciences technology- cambridge, ma",brammer bio,5.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2333,process development scientist,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2334,process development scientist - troubleshooting,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2335,research scientist i,broad institute,32.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2336,"software engineer, alexa information",amazon.com,25902.0,cambridge,ma,engineer,different_field,True,True,False,False,True,False,False,False,True,False,False,True,False,False
2337,"scientist ii, pk/pd and pbpk modeling",biogen,358.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2338,"scientist i, biomedical informatics",biogen,358.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,True,False,False
2339,process development associate scientist - attribute sciences,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2340,"associate scientist, cellular immunotherapy, car-t",bluebird bio,2.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2341,associate scientist - cell metabolism,agios pharmaceuticals,7.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,True,False,True,False,False,False
2342,associate systems analyst,broad institute,32.0,cambridge,ma,analyst,different_field,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2343,computational biologist / bioinformatics data scientist,novartis,2650.0,cambridge,ma,data_scientist,data_scientist,True,True,False,False,False,True,False,True,True,False,True,True,False,False
2344,research scientist- alexa ml,amazon.com,25902.0,cambridge,ma,data_scientist,different_field,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2345,"sales engineer, machine learning, google cloud",google,2474.0,cambridge,ma,machine_learning,machine_learning_engineer,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2346,scientist - pivotal drug substance technologies,amgen,999.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2347,scientist - virologist,alnylam,14.0,cambridge,ma,data_scientist,different_field,False,True,False,False,False,False,False,False,True,False,True,False,False,False
